title,title_link,price,bedrooms,address,area,viewing_time,Headline,property_overview,main_image,description,thumbnail_preview,Transp_header,transp_score,walk_score,transit_score,biking_score
2.5 Baths,https://www.redfin.com/UT/Murray/4505-Bella-Verde-Ct-84107/unit-35/home/91855878,"$285,990",3 Beds,"4505 S Bella Verde Ct, Millcreek, UT 84107","1,250 Sq. Ft.",NEW 23 HOURS AGO,4505 S Bella Verde Ct,HOA Dues$180/monthProperty TypeTownhouseProperty StyleTownhouse (End of Row)CommunityMurray; Taylorsvl; MidvaleCountySalt LakeMLS#1574284Built1999Lot Size435 square feet,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/284/genMid.1574284_1.jpg,"The Fantastic location of Milk Creek City. beautiful professional complete  remodeled townhouse. fresh new paint, new flooring, tiles through the house. new remodeled upgraded master bathroom and kitchen. New light fixture, fans, toilets, blinds, brand new high end stainless steel Samsung appliances. new upgrade washer and dryer in  the laundry room. Brand new water heater.",https://ssl.cdn-redfin.com/photo/ldpsprite/294/nsprite.99137294_1.jpg,Transportation in 84107,60 / 100Somewhat WalkableWalk Score®41 / 100Some TransitTransit Score®58 / 100BikeableBike Score®,60 / 100Somewhat WalkableWalk Score®,41 / 100Some TransitTransit Score®,58 / 100BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/West-Jordan/5718-Annie-Ln-84081/unit-202/home/148602287,"$447,400",4 Beds,"5718 W Annie Ln S #202, West Jordan, UT 84081","3,310 Sq. Ft.",NEW 25 HOURS AGO,5718 W Annie Ln S #202,"HOA Dues$20/monthProperty TypeSingle FamilyProperty Style2-StoryCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1574265Built2018Lot Size7,840 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/265/genMid.1574265_0.jpg,NEW HOME *  GORGEOUS TWO STORY *  BIG PORCH *   GREAT ROOM *  LARGE MASTER SUITE AND BATH *  HUGE MASTER CLOSET *  OPEN STAIRCASE *  3 CAR GARAGE *   FRONT YARD LANDSCAPE INCLUDED *  CALL AGENT FOR CURRENT INCENTIVES  &  DETAILS *  SQ FT PER BUILDER SPECS *  TAXES BASED ON 2017 LAND ONLY. PRICE SUBJECT TO CHANCE AS CONSTRUCTION PROGRESSES,,Transportation in 84081,8 / 100Car-DependentWalk Score®20 / 100Minimal TransitTransit Score®36 / 100Somewhat BikeableBike Score®,8 / 100Car-DependentWalk Score®,20 / 100Minimal TransitTransit Score®,36 / 100Somewhat BikeableBike Score®
1.5 Baths,https://www.redfin.com/UT/Murray/66-Lester-Ave-84107/unit-K23/home/91790115,"$169,900",2 Beds,"66 W Lester Ave S #K-23, Murray, UT 84107",950 Sq. Ft.,NEW 25 HOURS AGO,66 W Lester Ave S #K-23,HOA Dues$200/monthProperty TypeCondoProperty StyleCondo; Top LevelCommunityMurray; Taylorsvl; MidvaleCountySalt LakeMLS#1574257Built1974Lot Size435 square feet,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/257/genMid.1574257_1.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/444/nsprite.99129444_176.jpg,Transportation in 84107,58 / 100Somewhat WalkableWalk Score®52 / 100Good TransitTransit Score®54 / 100BikeableBike Score®,58 / 100Somewhat WalkableWalk Score®,52 / 100Good TransitTransit Score®,54 / 100BikeableBike Score®
—Baths,https://www.redfin.com/UT/Cottonwood-Heights/1810-Fort-Union-Blvd-84121/home/86464677,"$500,000",—Beds,"1810 E Fort Union Blvd S, Cottonwood Heights, UT 84121",—Sq. Ft.,NEW 25 HOURS AGO,1810 E Fort Union Blvd S,"Property TypeResidential, Commercial, Multi HousingCommunityHolladay; Murray; CottonwdCountySalt LakeMLS#1574258Lot Size0.55 acres",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/258/genMid.1574258_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/330/nsprite.99129330_0.jpg,Transportation in 84121,70 / 100Very WalkableWalk Score®34 / 100Some TransitTransit Score®72 / 100Very BikeableBike Score®,70 / 100Very WalkableWalk Score®,34 / 100Some TransitTransit Score®,72 / 100Very BikeableBike Score®
—Baths,https://www.redfin.com/UT/West-Valley-City/3055-South-84128/home/148602071,"$169,900",—Beds,"3055 S Sunrise Pointe Ct W, West Valley City, UT 84119",—Sq. Ft.,NEW 26 HOURS AGO,3055 S Sunrise Pointe Ct W,Property TypeResidentialCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574239Lot Size0.39 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/239/genMid.1574239_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/725/nsprite.99128725_0.jpg,Transportation in 84125,28 / 100Car-DependentWalk Score®39 / 100Some TransitTransit Score®45 / 100Somewhat BikeableBike Score®,28 / 100Car-DependentWalk Score®,39 / 100Some TransitTransit Score®,45 / 100Somewhat BikeableBike Score®
3 Baths,https://www.redfin.com/UT/Holladay/5344-E-Edgewood-Dr-84117/home/91803083,"$524,500",5 Beds,"5344 S Edgewood Cir E, Holladay, UT 84117","3,098 Sq. Ft.",NEW 26 HOURS AGO,5344 S Edgewood Cir E,Property TypeSingle FamilyProperty Style2-StoryCommunityHolladay; Murray; CottonwdCountySalt LakeMLS#1574237Built1989Lot Size0.37 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/237/genMid.1574237_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/035/nsprite.99128035_0.jpg,Transportation in 84117,22 / 100Car-DependentWalk Score®27 / 100Some TransitTransit Score®40 / 100Somewhat BikeableBike Score®,22 / 100Car-DependentWalk Score®,27 / 100Some TransitTransit Score®,40 / 100Somewhat BikeableBike Score®
1 Baths,https://www.redfin.com/UT/West-Valley-City/3760-S-3325-W-St-84119/home/91731972,"$223,000",3 Beds,"3760 S 3325 W, West Valley City, UT 84119","1,087 Sq. Ft.",NEW 27 HOURS AGO,3760 S 3325 W,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574226Built1953Lot Size9,583 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/226/genMid.1574226_0.jpg,"Cozy Rambler Ranch home located in West Valley. This home has been well taken care of and features 3 really good size bedrooms, a full bathroom, open and bright kitchen, eating space, separate laundry room w/ cabinets, newer furnace, central air, water heater, big and secluded backyard. This home is perfectly located close to schools, shopping areas and major roads. Just take a look at the pictures.",https://ssl.cdn-redfin.com/photo/ldpsprite/266/nsprite.99127266_0.jpg,Transportation in 84125,54 / 100Somewhat WalkableWalk Score®52 / 100Good TransitTransit Score®52 / 100BikeableBike Score®,54 / 100Somewhat WalkableWalk Score®,52 / 100Good TransitTransit Score®,52 / 100BikeableBike Score®
1 Baths,https://www.redfin.com/UT/Salt-Lake-City/1828-800-E-84105/home/91746278,"$349,900",2 Beds,"1828 S 800 E, Salt Lake City, UT 84105","1,448 Sq. Ft.",NEW 27 HOURS AGO,1828 S 800 E,"Property TypeSingle FamilyProperty StyleBungalow/CottageCommunitySalt Lake City; So. Salt LakeCountySalt LakeMLS#1574220Built1916Lot Size8,712 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/220/genMid.1574220_0.jpg,"Updated turn of the century home in outstanding historic Sugarhouse. Be close to everything in this totally walkable neighborhood. This updated bungalow retains the historical character and charm yet has a renovated interior with many other updates including; new electrical, plumbing (pex), replaced sewer line, new A/C unit, wi-fi sprinkler system, Nest thermostat, new 2 car carport with massive shed, fenced yard, large covered porch, an unusually spacious . 2 acre lot and many other updates!  Square footage figures are provided as a courtesy estimate only. Buyer is advised to obtain an independent measurement.",https://ssl.cdn-redfin.com/photo/ldpsprite/263/nsprite.99127263_0.jpg,Transportation in 84105,70 / 100Very WalkableWalk Score®49 / 100Some TransitTransit Score®91 / 100Biker's ParadiseBike Score®,70 / 100Very WalkableWalk Score®,49 / 100Some TransitTransit Score®,91 / 100Biker's ParadiseBike Score®
1.5 Baths,https://www.redfin.com/UT/West-Valley-City/3958-S-Lance-St-84119/home/86408934,"$245,000",4 Beds,"3958 S Lance St, West Valley City, UT 84119","1,566 Sq. Ft.",NEW 27 HOURS AGO,3958 S Lance St,"Property TypeSingle FamilyProperty StyleTri/Multi-LevelCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574217Built1969Lot Size8,276 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/217/genMid.1574217_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/371/nsprite.99126371_0.jpg,Transportation in 84125,12 / 100Car-DependentWalk Score®43 / 100Some TransitTransit Score®39 / 100Somewhat BikeableBike Score®,12 / 100Car-DependentWalk Score®,43 / 100Some TransitTransit Score®,39 / 100Somewhat BikeableBike Score®
3.5 Baths,https://www.redfin.com/UT/West-Valley-City/6122-Davis-View-Ln-84128/home/91676819,"$414,900",4 Beds,"6122 W Davis View Ln S, West Valley City, UT 84128","3,430 Sq. Ft.",NEW 27 HOURS AGO,6122 W Davis View Ln S,Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574213Built2006Lot Size0.29 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/213/genMid.1574213_0.jpg,"Impressive Custom Rambler! Huge garage w/ room for 5 cars!! This home boasts an incredible kitchen with tiered cabinets, large center island, gas range, pendant lighting and bay window. Formal living room, warming gas fire place in living room  &  office w/ laminate wood floors. (could be 3rd bedroom if needed) Laundry off the kitchen w/ storage cabinets, sink and door out to covered patio area. Master suite w/ soothing 6' jetted tub, separate shower, dbl vanity  &  walk-in closet. Newly finished basement w/ spacious family room  &  full bath w/ jetted tub. Dbl H20's, roughed for kitchenette on West wall. Gorgeous yard w/ mature tree's and 2 covered patio areas for entertaining. Immaculate condition inside  &  out! Minutes to neighborhood park, shopping  &  entertainment. You will love coming home!!",https://ssl.cdn-redfin.com/photo/ldpsprite/366/nsprite.99126366_0.jpg,Transportation in 84128,26 / 100Car-DependentWalk Score®35 / 100Some TransitTransit Score®50 / 100BikeableBike Score®,26 / 100Car-DependentWalk Score®,35 / 100Some TransitTransit Score®,50 / 100BikeableBike Score®
2 Baths,https://www.redfin.com/UT/Herriman/14648-S-Mckellen-Dr-84096/unit-B203/home/144540847,"$224,900",3 Beds,"14648 S Mckellen Dr #B203, Herriman, UT 84096","1,272 Sq. Ft.",NEW 28 HOURS AGO,14648 S Mckellen Dr #B203,HOA Dues$112/monthProperty TypeCondoProperty StyleCondo; Middle LevelCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1574208Built2018,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/208/genMid.1574208_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/529/nsprite.99125529_0.jpg,,"Median List Price$381,800Avg. # Offers—Median $ / Sq. Ft.$132Avg. Down Payment—Median Sale / List102%# Sold Homes98",,"Median List Price$381,800Avg. # Offers—Median $ / Sq. Ft.$132Avg. Down Payment—Median Sale / List102%# Sold Homes98",
1.5 Baths,https://www.redfin.com/UT/Kearns/5981-Loder-Dr-84118/home/91767066,"$289,900",4 Beds,"5981 Loder Dr, Salt Lake City, UT 84118","1,820 Sq. Ft.",NEW 30 HOURS AGO,5981 Loder Dr,"Property TypeSingle FamilyProperty Style2-StoryCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574167Built1987Lot Size6,098 square feet",,,,Transportation in 84118,26 / 100Car-DependentWalk Score®33 / 100Some TransitTransit Score®28 / 100Somewhat BikeableBike Score®,26 / 100Car-DependentWalk Score®,33 / 100Some TransitTransit Score®,28 / 100Somewhat BikeableBike Score®
2.75 Baths,https://www.redfin.com/UT/Kearns/4949-W-5320-S-84118/home/91766677,"$290,000",4 Beds,"4949 W 5320 S, Salt Lake City, UT 84118","2,240 Sq. Ft.",NEW 30 HOURS AGO,4949 W 5320 S,Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574162Built1959Lot Size0.25 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/162/genMid.1574162_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/875/nsprite.99120875_0.jpg,Transportation in 84118,41 / 100Car-DependentWalk Score®36 / 100Some TransitTransit Score®40 / 100Somewhat BikeableBike Score®,41 / 100Car-DependentWalk Score®,36 / 100Some TransitTransit Score®,40 / 100Somewhat BikeableBike Score®
3.5 Baths,https://www.redfin.com/UT/West-Jordan/7551-S-Wood-Mesa-Dr-84081/home/91855810,"$399,900",6 Beds,"7551 S Wood Mesa Dr W, West Jordan, UT 84081","3,094 Sq. Ft.",NEW 30 HOURS AGO,7551 S Wood Mesa Dr W,Property TypeSingle FamilyProperty Style2-StoryCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1574157Built2000Lot Size0.32 acres,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/157/genMid.1574157_0.jpg,"Amazing home in the heart of West Jordan. Located in a cul-de-sac with a park right in the back yard. A great family neighborhood, with really good schools. The home features a large backyard, large garage, with a tandem 3rd car. Completely finished with a lot of space. Home has a brand new roof and furnace. Square footage is provided as a courtesy. Buyer and Buyers agent to verify all.",https://ssl.cdn-redfin.com/photo/ldpsprite/873/nsprite.99120873_0.jpg,Transportation in 84081,23 / 100Car-DependentWalk Score®24 / 100Minimal TransitTransit Score®40 / 100Somewhat BikeableBike Score®,23 / 100Car-DependentWalk Score®,24 / 100Minimal TransitTransit Score®,40 / 100Somewhat BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/Sandy/2063-Riggs-Dr-84092/home/91839076,"$435,000",5 Beds,"2063 E Riggs Dr S, Sandy, UT 84092","3,000 Sq. Ft.",NEW 30 HOURS AGO,2063 E Riggs Dr S,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunitySandy; Alta; Snowbd; GraniteCountySalt LakeMLS#1574156Built1979Lot Size9,583 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/156/genMid.1574156_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/872/nsprite.99120872_0.jpg,Transportation in 84092,27 / 100Car-DependentWalk Score®33 / 100Some TransitTransit Score®32 / 100Somewhat BikeableBike Score®,27 / 100Car-DependentWalk Score®,33 / 100Some TransitTransit Score®,32 / 100Somewhat BikeableBike Score®
1.75 Baths,https://www.redfin.com/UT/Magna/8333-W-Clarry-Cir-84044/home/86417714,"$225,000",4 Beds,"8333 W Clarry Cir S, Magna, UT 84044","2,052 Sq. Ft.",NEW 30 HOURS AGO,8333 W Clarry Cir S,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574155Built1956Lot Size6,969 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/155/genMid.1574155_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/871/nsprite.99120871_0.jpg,Transportation in 84044,58 / 100Somewhat WalkableWalk Score®35 / 100Some TransitTransit Score®48 / 100Somewhat BikeableBike Score®,58 / 100Somewhat WalkableWalk Score®,35 / 100Some TransitTransit Score®,48 / 100Somewhat BikeableBike Score®
2 Baths,https://www.redfin.com/UT/Salt-Lake-City/572-N-400-W-84103/home/91709869,"$329,000",4 Beds,"572 N 400 W, Salt Lake City, UT 84103","1,516 Sq. Ft.",NEW 30 HOURS AGO,572 N 400 W,"Property TypeDuplexProperty StyleSide By SideCommunitySalt Lake City: Avenues AreaCountySalt LakeMLS#1574163Built1928Lot Size3,484 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/163/genMid.1574163_0.jpg,"The ideal rental opportunity in a highly desired neighborhood. This charming side-by-side duplex is nestled on a quiet street under the Capitol Building. The interiors have been thoughtfully updated. Both units feel roomy with ample space with  high ceiling . The living room space is open, unlike similar floor plans in the area. Also walking distance to dozens of award winning cafes, restaurants, great shopping, parks, and trail heads. These abundant community features make for easy and convenient living. The mature treeline streets intersect prominent neighborhoods like the historic downtown area, Temple Square, and Marmalade. Freeway access points are withing two blocks in either direction of this charming property. Come see this amazing rental opportunity before it is gone.",https://ssl.cdn-redfin.com/photo/ldpsprite/838/nsprite.99120838_0.jpg,Transportation in 84139,68 / 100Somewhat WalkableWalk Score®50 / 100Good TransitTransit Score®78 / 100Very BikeableBike Score®,68 / 100Somewhat WalkableWalk Score®,50 / 100Good TransitTransit Score®,78 / 100Very BikeableBike Score®
1.75 Baths,https://www.redfin.com/UT/Millcreek/940-Lorraine-Ave-84106/home/91757126,"$319,900",3 Beds,"940 E Lorraine Ave, Millcreek, UT 84106","2,014 Sq. Ft.",NEW 30 HOURS AGO,940 E Lorraine Ave,"Property TypeSingle FamilyProperty StyleBungalow/CottageCommunitySalt Lake City; So. Salt LakeCountySalt LakeMLS#1574151Built1940Lot Size6,098 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/151/genMid.1574151_0.jpg,"ATTENTION INVESTORS/RENOVATORS/FLIPPERS. .. Here's a good project in a great Millcreek neighborhood. Nice square footage for the area. Accessory kitchen in the basement; Generous living room with fireplace; Central air; Covered parking; Private backyard; Lovely neighbors. This one is ready to shine again. Easy to show, call or text today. Square footage figures are provided as a courtesy estimate only and were obtained from County Tax Data. Buyer is advised to obtain an independent measurement.",https://ssl.cdn-redfin.com/photo/ldpsprite/179/nsprite.99120179_0.jpg,Transportation in 84106,70 / 100Very WalkableWalk Score®44 / 100Some TransitTransit Score®62 / 100BikeableBike Score®,70 / 100Very WalkableWalk Score®,44 / 100Some TransitTransit Score®,62 / 100BikeableBike Score®
1.75 Baths,https://www.redfin.com/UT/Holladay/2270-E-Murray-Holladay-Rd-84117/unit-16/home/91803707,"$319,900",3 Beds,"2270 E Murray Holladay Rd #16, Salt Lake City, UT 84117","2,020 Sq. Ft.",NEW 30 HOURS AGO,2270 E Murray Holladay Rd #16,HOA Dues$322/monthProperty TypeTownhouseProperty StyleRambler/RanchCommunityHolladay; Murray; CottonwdCountySalt LakeMLS#1574148Built1963Lot Size435 square feet,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/148/genMid.1574148_0.jpg,"Nestled in the heart of  downtown Holladay, this condo is a five minute walk from all the shopping and entertainment. The owner kept her home in immaculate condition. And each room has received excellent upgrades. New carpet through out the entire basement, as well as fresh paint. Top quality new laminate flooring through out the first floor as well as brand new windows. Granite counter tops. All appliances are included and several run on gas; which is entirely covered by the HOA along with sewer, water, trash, snow removal, and yard maintenance.",https://ssl.cdn-redfin.com/photo/ldpsprite/177/nsprite.99120177_0.jpg,Transportation in 84117,65 / 100Somewhat WalkableWalk Score®36 / 100Some TransitTransit Score®65 / 100BikeableBike Score®,65 / 100Somewhat WalkableWalk Score®,36 / 100Some TransitTransit Score®,65 / 100BikeableBike Score®
1.75 Baths,https://www.redfin.com/UT/Magna/8027-Copperfield-Pl-84044/unit-31/home/86502917,"$152,000",3 Beds,"8027 W Copperfield Place Pl S #31, Magna, UT 84044","1,025 Sq. Ft.",NEW 30 HOURS AGO,8027 W Copperfield Place Pl S #31,HOA Dues$205/monthProperty TypeCondoProperty StyleCondo; Top LevelCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574147Built1997Lot Size435 square feet,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/147/genMid.1574147_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/176/nsprite.99120176_0.jpg,Transportation in 84044,48 / 100Car-DependentWalk Score®35 / 100Some TransitTransit Score®44 / 100Somewhat BikeableBike Score®,48 / 100Car-DependentWalk Score®,35 / 100Some TransitTransit Score®,44 / 100Somewhat BikeableBike Score®
4.25 Baths,https://www.redfin.com/UT/Salt-Lake-City/1419-1300-E-84105/home/91746061,"$675,000",7 Beds,"1419 S 1300 E, Salt Lake City, UT 84105","3,975 Sq. Ft.",NEW 31 HOURS AGO,1419 S 1300 E,"Property TypeSingle FamilyProperty StyleTudorCommunitySalt Lake City; So. Salt LakeCountySalt LakeMLS#1574138Built1934Lot Size7,840 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/138/genMid.1574138_0.jpg,"Great investment opportunity. Home rents for 3,300/ month currently, but could rent up and down separately in future. Beautifully remodeled all brick tudor investment property in great location! Walking distance to Westminster and 15th  &  15th shopping  &  restaurants. Luxury granite, hardwoods, travertine and a 2-car garage. Amazing views of valley! 7 bedrooms and 5 baths with with separate basement mother-in-law apartment complete with full kitchen and laundry.",https://ssl.cdn-redfin.com/photo/ldpsprite/500/nsprite.99119500_0.jpg,Transportation in 84105,63 / 100Somewhat WalkableWalk Score®39 / 100Some TransitTransit Score®66 / 100BikeableBike Score®,63 / 100Somewhat WalkableWalk Score®,39 / 100Some TransitTransit Score®,66 / 100BikeableBike Score®
2 Baths,https://www.redfin.com/UT/West-Valley-City/5265-W-3830-S-84120/home/91722617,"$305,000",4 Beds,"5265 W 3830 S, West Valley City, UT 84120","1,749 Sq. Ft.",NEW 31 HOURS AGO,5265 W 3830 S,"Property TypeDuplexProperty StyleSide By SideCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574134Built1972Lot Size9,583 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/134/genMid.1574134_0.jpg,"This all brick, side by side duplex is a great investment opportunity or could be a home with added income. Clean and well maintained. Strong rental history, Rents could  be raised. Current tenants are great and are on a month to month contract. Unit A has a new water heater. Recent upkeep include the following - Furnace cleaned, Fascia and soffits painted, tree branches trimmed, swamp coolers tuned up. Buyer to verify all information.",https://ssl.cdn-redfin.com/photo/ldpsprite/385/nsprite.99119385_0.jpg,Transportation in 84120,37 / 100Car-DependentWalk Score®34 / 100Some TransitTransit Score®40 / 100Somewhat BikeableBike Score®,37 / 100Car-DependentWalk Score®,34 / 100Some TransitTransit Score®,40 / 100Somewhat BikeableBike Score®
3 Baths,https://www.redfin.com/UT/Magna/7977-Athena-Dr-84044/home/91659261,"$330,000",3 Beds,"7977 W Athena Dr, Magna, UT 84044","2,320 Sq. Ft.",NEW 31 HOURS AGO,7977 W Athena Dr,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574129Built2004Lot Size10,018 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/129/genMid.1574129_1.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/623/nsprite.99118623_1.jpg,Transportation in 84044,7 / 100Car-DependentWalk Score®31 / 100Some TransitTransit Score®36 / 100Somewhat BikeableBike Score®,7 / 100Car-DependentWalk Score®,31 / 100Some TransitTransit Score®,36 / 100Somewhat BikeableBike Score®
2 Baths,https://www.redfin.com/UT/Murray/5560-84107/home/147612323,"$349,999",4 Beds,"5560 S 235 E, Murray, UT 84107","2,400 Sq. Ft.",NEW 32 HOURS AGO,5560 S 235 E,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMurray; Taylorsvl; MidvaleCountySalt LakeMLS#1574125Built1961Lot Size8,276 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/125/genMid.1574125_0.jpg,"Newly remodeled  east side 4 bedroom 2 bath Rambler in the heart of Murray. Home was just remodeled in 2019. New kitchen with new counter tops, cabinets, appliances and flooring. New bathroom with new tub, tile , cabinets and counter tops. New rood and All of the home has new carpet and paint. Owner agent contact centralized showing for access and showing instructions.",https://ssl.cdn-redfin.com/photo/ldpsprite/934/nsprite.99117934_0.jpg,Transportation in 84107,41 / 100Car-DependentWalk Score®43 / 100Some TransitTransit Score®53 / 100BikeableBike Score®,41 / 100Car-DependentWalk Score®,43 / 100Some TransitTransit Score®,53 / 100BikeableBike Score®
2 Baths,https://www.redfin.com/UT/West-Valley-City/3830-W-Rawhide-Dr-84120/home/91731880,"$300,000",5 Beds,"3830 W Rawhide Dr S, West Valley City, UT 84120","2,288 Sq. Ft.",NEW 32 HOURS AGO,3830 W Rawhide Dr S,"Property TypeSingle FamilyProperty StyleRambler/RanchCommunityMagna; Taylrsvl; Wvc; SlcCountySalt LakeMLS#1574124Built1963Lot Size9,583 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/124/genMid.1574124_0.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/933/nsprite.99117933_0.jpg,Transportation in 84120,58 / 100Somewhat WalkableWalk Score®43 / 100Some TransitTransit Score®48 / 100Somewhat BikeableBike Score®,58 / 100Somewhat WalkableWalk Score®,43 / 100Some TransitTransit Score®,48 / 100Somewhat BikeableBike Score®
2.5 Baths,https://www.redfin.com/UT/Herriman/13053-Muzzle-Loader-Dr-84096/home/91697098,"$434,950",5 Beds,"13053 S Muzzle Loader Dr W, Herriman, UT 84096","3,674 Sq. Ft.",,13053 S Muzzle Loader Dr W,"Property TypeSingle FamilyProperty Style2-StoryCommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1574079Built2013Lot Size8,276 square feet",https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/079/genMid.1574079_0.jpg,"Welcome home to this Craftsman inspired home with contemporary finishes located in the desirable Western Creek neighborhood. Built by Cadence Homes in 2013, it is finished with 5 bedrooms and 2.5 bathrooms, with solid surface countertops, 42-in upper cabinets in the kitchen and rich laminate flooring on the main level. The home opens up to a formal living room with an inviting wrought iron railed staircase. Just off the garage is a conveniently located mudroom and a half bath. The main-floor family rooms sits just off the kitchen and includes a fireplace and French doors and windows that offer views of the mountains to the East and the neighborhood park. On the top-floor we have a large family room, the laundry, with 3 bedrooms and the Master ensuite. Moving to the basement we have a partially finished space with 1 bedroom, a flex room and a storage or play area under the stairs. Plenty of storage in the remaining basement space. The home sits on a spacious lot which boasts mountain views, a basketball standard, plenty of play area, with gardening space in the backyard and is fully fenced with a gate that leads to the neighborhood park. Apple, peach trees and raspberry bushes included. Come and see all that this home has to offer. No HOA fees in this neighborhood. Square footage figures are provided as a courtesy estimate only and were obtained from County Records. Buyer is advised to obtain an independent measurement.",https://ssl.cdn-redfin.com/photo/ldpsprite/837/nsprite.99108837_0.jpg,Transportation in 84096,7 / 100Car-DependentWalk Score®13 / 100Minimal TransitTransit Score®26 / 100Somewhat BikeableBike Score®,7 / 100Car-DependentWalk Score®,13 / 100Minimal TransitTransit Score®,26 / 100Somewhat BikeableBike Score®
2.25 Baths,https://www.redfin.com/UT/South-Jordan/4648-Serendipity-Way-84095/unit-206/home/148590539,"$319,900",3 Beds,"4648 W Serendipity Way S #206, South Jordan, UT 84095","1,879 Sq. Ft.",,4648 W Serendipity Way S #206,HOA Dues$289/monthProperty TypeTownhouseProperty StyleTownhouse (End of Row)CommunityWj; Sj; Rvrton; Herriman; BinghCountySalt LakeMLS#1574066Built2019Lot Size871 square feet,https://ssl.cdn-redfin.com/photo/171/mbpaddedwide/066/genMid.1574066_1.jpg,,https://ssl.cdn-redfin.com/photo/ldpsprite/540/nsprite.99107540_1.jpg,Transportation in 84009,16 / 100Car-DependentWalk Score®19 / 100Minimal TransitTransit Score®44 / 100Somewhat BikeableBike Score®,16 / 100Car-DependentWalk Score®,19 / 100Minimal TransitTransit Score®,44 / 100Somewhat BikeableBike Score®
